query_id,doc_id,rank,semantic_score,bm25_score,title_overlap,category_match,chunk_position,doc_length,relevance_score,label
17,doc_062_chunk_010,15,0.4183199405670166,0.19636567926963197,0.0,0.0,0.1,1.0,0.09090909090909091,0
45,doc_048_chunk_013,2,0.5545892715454102,0.9746475208149384,0.2,1.0,0.07692307692307693,0.928,0.7058823529411765,1
43,doc_046_chunk_019,3,0.5024164915084839,0.618576656487332,0.0,1.0,0.05263157894736842,0.96,0.36363636363636365,1
70,doc_068_chunk_002,0,0.5592243075370789,1.0,0.1,0.0,0.5,0.96,1.0,1
30,doc_050_chunk_023,15,0.28949838876724243,0.3487522180975599,0.0,0.0,0.043478260869565216,0.93,0.14285714285714285,0
63,doc_068_chunk_002,3,0.7008233666419983,0.3531293585225015,0.5,0.0,0.5,0.96,0.5,1
79,doc_062_chunk_023,26,0.4393939971923828,0.19564374731770665,0.0,0.0,0.043478260869565216,0.91,0.1,0
105,doc_048_chunk_019,10,0.5398495197296143,0.5726378762004115,0.0,0.0,0.05263157894736842,0.872,0.8888888888888888,1
43,doc_047_chunk_015,7,0.7372297048568726,0.5728764282205526,0.0,1.0,0.06666666666666667,0.916,0.36363636363636365,1
93,doc_043_chunk_028,4,0.5323551893234253,0.4760962566914341,0.0,1.0,0.03571428571428571,0.894,0.0,0
5,doc_066_chunk_033,3,0.48018956184387207,0.6237363252128391,0.0,0.0,0.030303030303030304,1.0,0.6666666666666666,1
17,doc_063_chunk_030,21,0.6809776425361633,0.15761681276609946,0.0,0.0,0.03333333333333333,1.0,0.09090909090909091,0
103,doc_048_chunk_019,2,0.58730149269104,0.8294838458254951,0.4666666666666667,1.0,0.05263157894736842,0.872,0.07142857142857142,0
67,doc_068_chunk_001,1,0.6991733312606812,0.8871329645012209,0.5714285714285714,0.0,1.0,0.768,0.125,0
42,doc_054_chunk_018,3,0.6258952021598816,0.7034757925335255,0.0,1.0,0.05555555555555555,0.772,0.2,0
62,doc_068_chunk_001,0,0.7950416207313538,1.0,0.2,0.0,1.0,0.768,0.5714285714285714,1
54,doc_062_chunk_009,8,0.5104575753211975,0.5521811025169273,0.36363636363636365,0.0,0.1111111111111111,0.296,0.14285714285714285,0
43,doc_048_chunk_011,2,0.5595958232879639,0.7450029191745713,0.125,1.0,0.09090909090909091,0.812,0.45454545454545453,1
43,doc_044_chunk_016,17,0.6699532270431519,0.4384208194006995,0.0,1.0,0.0625,0.998,0.2727272727272727,0
70,doc_048_chunk_022,2,0.4897283911705017,0.24795807234456343,0.1,0.0,0.045454545454545456,0.668,0.16666666666666666,0
64,doc_068_chunk_001,0,0.6113807559013367,1.0,0.09090909090909091,0.0,1.0,0.768,0.8,1
43,doc_062_chunk_015,6,0.5023676156997681,0.5762811468509463,0.25,0.0,0.06666666666666667,1.0,0.36363636363636365,1
9,doc_062_chunk_023,0,0.5111305713653564,1.0,0.2,0.0,0.043478260869565216,0.91,0.0,0
51,doc_062_chunk_009,1,0.7571616172790527,0.39196495011237026,0.25,0.0,0.1111111111111111,0.296,0.4444444444444444,1
108,doc_055_chunk_011,0,0.5240887403488159,1.0,0.125,0.0,0.09090909090909091,1.0,0.0,0
42,doc_046_chunk_018,7,0.6495803594589233,0.6253474012968214,0.0,1.0,0.05555555555555555,0.876,0.36,1
81,doc_055_chunk_016,4,0.5102541446685791,0.38453458223382525,0.125,0.0,0.0625,0.862,0.4444444444444444,1
43,doc_048_chunk_002,1,0.4673401117324829,0.9305309359715118,0.125,1.0,0.5,0.63,0.36363636363636365,1
40,doc_042_chunk_002,10,0.6938209533691406,0.2701071770447623,0.125,1.0,0.5,0.79,0.7037037037037037,1
8,doc_049_chunk_007,7,0.27209869027137756,0.1985228946491398,0.0,0.0,0.14285714285714285,0.728,0.0847457627118644,0
57,doc_062_chunk_025,26,0.5819246768951416,0.36227475090500605,0.21428571428571427,0.0,0.04,1.0,0.030303030303030304,0
108,doc_045_chunk_005,20,0.47055336833000183,0.5806074536313538,0.0,0.0,0.2,0.976,0.1111111111111111,0
27,doc_062_chunk_007,25,0.6901124715805054,0.3107518263985693,0.1,0.0,0.14285714285714285,0.938,0.02564102564102564,0
18,doc_064_chunk_006,0,0.7538118362426758,1.0,0.0,0.0,0.16666666666666666,0.696,0.35714285714285715,1
26,doc_047_chunk_029,7,0.4828457236289978,0.29867027159853676,0.0,0.0,0.034482758620689655,0.996,0.0625,0
5,doc_046_chunk_014,4,0.5461574792861938,0.4587014288042553,0.0,0.0,0.07142857142857142,0.872,0.0,0
86,doc_048_chunk_001,0,0.48300930857658386,1.0,0.16666666666666666,1.0,1.0,0.852,0.9166666666666666,1
70,doc_059_chunk_015,19,0.5228824615478516,0.1359935466487404,0.0,0.0,0.06666666666666667,0.972,0.16666666666666666,0
7,doc_066_chunk_027,1,0.823177695274353,0.9718174924845666,0.0,0.0,0.037037037037037035,0.596,0.45,1
69,doc_067_chunk_006,2,0.32032373547554016,0.46237714116516865,0.2727272727272727,0.0,0.16666666666666666,0.164,0.0,0
10,doc_066_chunk_036,7,0.07906845211982727,0.5966933445204132,0.0,0.0,0.027777777777777776,1.0,0.4,1
49,doc_054_chunk_006,18,0.5100082159042358,0.6826258997818628,0.4,1.0,0.16666666666666666,0.534,0.19047619047619047,0
96,doc_069_chunk_001,1,0.5649351477622986,0.4979632579188889,0.0,0.0,1.0,0.994,0.5,1
0,doc_021_chunk_001,0,0.681246280670166,1.0,0.5,1.0,1.0,0.052,0.5714285714285714,1
13,doc_061_chunk_022,0,0.5776911377906799,1.0,0.0,0.0,0.045454545454545456,0.274,0.4444444444444444,1
82,doc_043_chunk_012,9,0.06877314299345016,0.16312052309935998,0.0,0.0,0.08333333333333333,0.896,0.0,0
91,doc_051_chunk_004,19,0.5736561417579651,0.3171427821909042,0.0,1.0,0.25,1.0,0.18181818181818182,0
31,doc_063_chunk_028,0,0.5578024387359619,1.0,0.0,0.0,0.03571428571428571,1.0,0.6363636363636364,1
64,doc_045_chunk_023,9,0.41969406604766846,0.33619108966560457,0.18181818181818182,0.0,0.043478260869565216,1.0,0.0,0
64,doc_068_chunk_002,2,0.5972659587860107,0.45216046747565714,0.09090909090909091,0.0,0.5,0.96,0.0,0
54,doc_062_chunk_021,19,0.5621469616889954,0.46796180325973785,0.36363636363636365,0.0,0.047619047619047616,0.596,0.14285714285714285,0
99,doc_048_chunk_016,8,0.6695892810821533,0.2919783463820189,0.2,1.0,0.0625,0.86,0.38461538461538464,1
3,doc_061_chunk_025,28,0.40994784235954285,0.31980207119332676,0.0,0.0,0.04,0.966,0.07142857142857142,0
102,doc_048_chunk_004,27,0.4340759515762329,0.2808097577375562,0.14285714285714285,1.0,0.25,0.516,0.0,0
14,doc_064_chunk_017,5,0.7465205192565918,0.5150936519039044,0.0,0.0,0.058823529411764705,1.0,0.352112676056338,1
92,doc_059_chunk_002,6,0.45492488145828247,0.6270240402793796,0.0,1.0,0.5,0.942,0.42857142857142855,1
44,doc_048_chunk_008,4,0.6169018745422363,0.8605398417882502,0.2727272727272727,1.0,0.125,0.846,0.19047619047619047,0
43,doc_048_chunk_018,18,0.6503400802612305,0.43633705862157407,0.125,1.0,0.05555555555555555,0.788,0.2727272727272727,0
20,doc_064_chunk_010,6,0.6263530254364014,0.7078423634283124,0.0,0.0,0.1,0.988,0.35714285714285715,1
2,doc_061_chunk_029,1,0.3126046061515808,0.9588341665780237,0.0,0.0,0.034482758620689655,0.994,0.2857142857142857,0
17,doc_063_chunk_036,27,0.41771286725997925,0.14915089976956478,0.0,0.0,0.027777777777777776,0.452,0.18181818181818182,0
63,doc_069_chunk_003,2,0.5815869569778442,0.3710678859728954,0.5,0.0,0.3333333333333333,0.656,0.375,1
89,doc_052_chunk_011,29,0.47333818674087524,0.5393740770739709,0.0,1.0,0.09090909090909091,0.874,0.3333333333333333,1
105,doc_058_chunk_011,16,0.5254291296005249,0.8035736653638385,0.0,0.0,0.09090909090909091,0.994,0.0,0
77,doc_048_chunk_003,21,0.5077467560768127,0.4021637220119201,0.0,0.0,0.3333333333333333,0.962,0.13333333333333333,0
13,doc_061_chunk_015,6,0.556645393371582,0.5375874350433668,0.0,0.0,0.06666666666666667,0.828,0.4444444444444444,1
22,doc_066_chunk_006,0,0.2490842342376709,1.0,0.0,0.0,0.16666666666666666,0.948,0.3333333333333333,1
109,doc_050_chunk_009,7,0.544883131980896,0.6769225726446128,0.0,0.0,0.1111111111111111,0.74,0.0,0
26,doc_046_chunk_006,1,0.37507861852645874,0.39896726711230507,0.0,0.0,0.16666666666666666,0.77,0.09375,0
71,doc_067_chunk_005,9,0.26233819127082825,0.3435908004494759,0.25,0.0,0.2,0.946,0.3333333333333333,1
53,doc_063_chunk_069,23,0.5998727083206177,0.24254223112184245,0.0,0.0,0.014492753623188406,1.0,0.375,1
31,doc_064_chunk_022,1,0.6287874579429626,0.6286242173393766,0.07142857142857142,0.0,0.045454545454545456,0.742,0.36363636363636365,1
81,doc_064_chunk_013,5,0.5558260679244995,0.34928238653764254,0.0,0.0,0.07692307692307693,1.0,0.3333333333333333,1
14,doc_064_chunk_018,2,0.8271656632423401,0.8098720284790251,0.0,0.0,0.05555555555555555,0.638,0.323943661971831,1
11,doc_063_chunk_064,10,0.7707754373550415,0.23865124167112217,0.0,0.0,0.015625,0.706,0.7857142857142857,1
37,doc_063_chunk_052,0,0.780262291431427,1.0,0.0,0.0,0.019230769230769232,0.656,0.9285714285714286,1
2,doc_066_chunk_028,4,0.31976762413978577,0.706136111022405,0.0,0.0,0.03571428571428571,0.684,0.14285714285714285,0
58,doc_062_chunk_015,17,0.5119412541389465,0.49825080907756564,0.5,0.0,0.06666666666666667,1.0,0.047619047619047616,0
17,doc_064_chunk_022,0,0.8264276385307312,1.0,0.0,0.0,0.045454545454545456,0.742,1.0,1
46,doc_049_chunk_002,0,0.6088524460792542,1.0,0.15384615384615385,1.0,0.5,0.91,0.4,1
48,doc_046_chunk_018,8,0.6830916404724121,0.4980004335489986,0.0,1.0,0.05555555555555555,0.876,0.12643678160919541,0
65,doc_068_chunk_001,0,0.7785200476646423,1.0,0.25,0.0,1.0,0.768,0.7272727272727273,1
64,doc_048_chunk_022,20,0.45576417446136475,0.2472458186911155,0.2727272727272727,0.0,0.045454545454545456,0.668,0.0,0
7,doc_063_chunk_011,6,0.49222415685653687,0.6485019121834616,0.1,0.0,0.09090909090909091,0.86,0.1,0
54,doc_062_chunk_014,0,0.518252432346344,1.0,0.36363636363636365,0.0,0.07142857142857142,1.0,0.6785714285714286,1
23,doc_052_chunk_012,6,0.5650821924209595,0.2403332186557962,0.0,0.0,0.08333333333333333,0.96,0.18181818181818182,0
60,doc_059_chunk_001,28,0.3014144003391266,0.15975301793746807,0.0,1.0,1.0,1.0,0.0,0
2,doc_057_chunk_017,2,0.30668163299560547,0.9510043889264009,0.0,0.0,0.058823529411764705,0.902,0.14285714285714285,0
109,doc_055_chunk_014,3,0.5206024050712585,0.7503470515651175,0.0,0.0,0.07142857142857142,0.728,0.0,0
89,doc_048_chunk_007,21,0.395807147026062,0.6082976868652057,0.6,1.0,0.14285714285714285,0.936,0.6666666666666666,1
60,doc_069_chunk_003,2,0.5815869569778442,0.3710678859728954,0.5,0.0,0.3333333333333333,0.656,0.375,1
67,doc_049_chunk_005,26,0.5598435401916504,0.22262420224939133,0.0,0.0,0.2,1.0,0.0,0
4,doc_066_chunk_033,1,0.4321346879005432,0.6554937940108282,0.0,0.0,0.030303030303030304,1.0,0.5,1
21,doc_066_chunk_014,1,0.694042444229126,0.7840312737894267,0.0,0.0,0.07142857142857142,0.932,0.5454545454545454,1
89,doc_048_chunk_018,9,0.34238743782043457,0.7639462777821986,0.6,1.0,0.05555555555555555,0.788,0.6666666666666666,1
69,doc_068_chunk_001,1,0.8004547357559204,0.8295650948091884,0.2727272727272727,0.0,1.0,0.768,0.3333333333333333,1
55,doc_062_chunk_028,15,0.8004940152168274,0.7156536215024017,0.6923076923076923,0.0,0.03571428571428571,0.682,0.2647058823529412,0
73,doc_051_chunk_001,8,0.4130660891532898,0.30882508456496055,0.16666666666666666,0.0,1.0,0.482,0.11764705882352941,0
10,doc_066_chunk_035,10,0.2698730230331421,0.02380101067094927,0.0,0.0,0.02857142857142857,0.988,0.4857142857142857,1
100,doc_055_chunk_012,26,0.29127976298332214,0.14837114800499682,0.0,0.0,0.08333333333333333,0.512,0.0,0
85,doc_064_chunk_020,9,0.4600222110748291,0.49285887556685604,0.0,0.0,0.05,0.544,0.1,0
93,doc_069_chunk_002,3,0.5646817088127136,0.5015808672745249,0.0,0.0,0.5,0.908,0.1,0
3,doc_061_chunk_024,2,0.747247576713562,0.7498798217219583,0.0,0.0,0.041666666666666664,0.86,0.5714285714285714,1
12,doc_061_chunk_017,0,0.4136520028114319,1.0,0.0,0.0,0.058823529411764705,1.0,0.75,1
7,doc_058_chunk_016,24,0.3518056273460388,0.5024675765587103,0.2,0.0,0.0625,0.804,0.05,0
32,doc_063_chunk_028,6,0.6889220476150513,0.44465998039453425,0.0,0.0,0.03571428571428571,1.0,0.7857142857142857,1
105,doc_062_chunk_008,17,0.6595804691314697,0.8006650095447985,0.3,0.0,0.125,0.956,0.4444444444444444,1
47,doc_055_chunk_018,3,0.36313915252685547,0.7875115185163957,0.1,1.0,0.05555555555555555,0.62,0.0,0
89,doc_048_chunk_019,4,0.4658859670162201,0.8246773377154422,0.6,1.0,0.05263157894736842,0.872,0.6666666666666666,1
34,doc_063_chunk_028,2,0.6503053903579712,0.7898977161166247,0.0,0.0,0.03571428571428571,1.0,0.6190476190476191,1
60,doc_067_chunk_004,8,0.1909981071949005,0.3402636318497003,0.5,0.0,0.25,0.992,0.375,1
39,doc_066_chunk_032,20,0.2796074151992798,0.19442176824221594,0.0,0.0,0.03125,0.602,0.044444444444444446,0
46,doc_030_chunk_001,17,0.3836464285850525,0.21018043359176555,0.07692307692307693,0.0,1.0,0.04,0.0,0
15,doc_064_chunk_019,28,0.7721726894378662,0.22588967288276596,0.2222222222222222,0.0,0.05263157894736842,1.0,0.35,1
96,doc_048_chunk_009,0,0.8153642416000366,1.0,0.14285714285714285,1.0,0.1111111111111111,0.954,0.6666666666666666,1
100,doc_048_chunk_012,0,0.552820086479187,1.0,0.0,0.0,0.08333333333333333,0.9,0.8888888888888888,1
14,doc_063_chunk_028,9,0.761330783367157,0.23986203748989837,0.0,0.0,0.03571428571428571,1.0,0.4225352112676056,1
5,doc_013_chunk_001,1,0.686643123626709,0.7901224313901523,0.0,1.0,1.0,0.04,0.3333333333333333,1
47,doc_051_chunk_031,8,0.507585883140564,0.7201600744182381,0.1,1.0,0.03225806451612903,0.878,0.0,0
60,doc_067_chunk_005,6,0.23484733700752258,0.3431119809125767,0.5,0.0,0.2,0.946,0.375,1
101,doc_043_chunk_003,15,0.5337589979171753,0.5632665070874724,0.0,1.0,0.3333333333333333,0.93,0.05263157894736842,0
77,doc_058_chunk_010,6,0.46614640951156616,0.496455027877883,0.14285714285714285,0.0,0.1,0.992,0.06666666666666667,0
63,doc_067_chunk_003,4,0.18187189102172852,0.3519505211797057,0.5,0.0,0.3333333333333333,0.964,0.375,1
63,doc_068_chunk_001,0,0.8584417700767517,1.0,0.5,0.0,1.0,0.768,1.0,1
27,doc_043_chunk_008,15,0.5416340827941895,0.41360368211914705,0.0,0.0,0.125,0.924,0.05128205128205128,0
80,doc_069_chunk_001,3,0.39904898405075073,0.7735890813732158,0.0,0.0,1.0,0.994,0.7,1
108,doc_063_chunk_075,22,0.35599011182785034,0.5683090655732261,0.0,0.0,0.013333333333333334,1.0,0.0,0
53,doc_062_chunk_030,9,0.7186848521232605,0.27711481827121376,0.36363636363636365,0.0,0.03333333333333333,0.854,0.25,0
45,doc_044_chunk_023,9,0.6216472387313843,0.7228221333235455,0.1,1.0,0.043478260869565216,0.95,0.23529411764705882,0
81,doc_048_chunk_012,9,0.5430134534835815,0.3059697688589432,0.125,0.0,0.08333333333333333,0.9,0.4444444444444444,1
25,doc_061_chunk_010,3,0.561139702796936,0.7673183311604533,0.0,0.0,0.1,1.0,0.11538461538461539,0
89,doc_048_chunk_024,5,0.46954959630966187,0.8246773377154422,0.6,1.0,0.041666666666666664,0.682,0.6666666666666666,1
87,doc_048_chunk_015,18,0.4680522680282593,0.18607077524233967,0.3333333333333333,1.0,0.06666666666666667,0.74,0.14285714285714285,0
74,doc_069_chunk_002,0,0.6545435786247253,1.0,0.0,0.0,0.5,0.908,0.7777777777777778,1
106,doc_069_chunk_001,9,0.5493992567062378,0.46116214439390396,0.0,0.0,1.0,0.994,0.2,0
94,doc_048_chunk_015,6,0.6145690679550171,0.549494561566342,0.2,1.0,0.06666666666666667,0.74,0.08333333333333333,0
89,doc_049_chunk_002,1,0.5755118727684021,0.9462647253933426,0.4,1.0,0.5,0.91,0.3333333333333333,1
90,doc_046_chunk_027,22,0.4600923955440521,0.1553186776008239,0.0,1.0,0.037037037037037035,0.608,0.1111111111111111,0
60,doc_048_chunk_010,7,0.4183639883995056,0.3402636318497003,0.0,1.0,0.1,0.846,0.375,1
99,doc_048_chunk_010,0,0.7224141359329224,1.0,0.2,1.0,0.1,0.846,1.0,1
77,doc_069_chunk_002,1,0.7843592166900635,0.9804627497457841,0.0,0.0,0.5,0.908,0.6,1
105,doc_062_chunk_015,2,0.47629833221435547,0.9251742678638337,0.3,0.0,0.06666666666666667,1.0,0.4444444444444444,1
81,doc_043_chunk_010,3,0.648171603679657,0.3877005195452708,0.125,0.0,0.1,0.808,0.5555555555555556,1
54,doc_062_chunk_031,26,0.475994735956192,0.41907391760268575,0.36363636363636365,0.0,0.03225806451612903,0.95,0.14285714285714285,0
102,doc_043_chunk_005,3,0.6064900159835815,0.5584491158606227,0.0,1.0,0.2,0.886,0.25,0
45,doc_046_chunk_007,8,0.5855011940002441,0.749974757966945,0.0,1.0,0.14285714285714285,0.892,0.35294117647058826,1
85,doc_063_chunk_006,29,0.3439828157424927,0.3282272813770637,0.0,0.0,0.16666666666666666,0.418,0.0,0
50,doc_062_chunk_005,9,0.7028375864028931,0.5663719120167602,0.3076923076923077,0.0,0.2,0.864,0.1276595744680851,0
56,doc_063_chunk_041,3,0.5009821057319641,0.7183742502982385,0.0,0.0,0.024390243902439025,0.922,0.0975609756097561,0
43,doc_048_chunk_019,0,0.6433581113815308,1.0,0.125,1.0,0.05263157894736842,0.872,0.8181818181818182,1
71,doc_042_chunk_002,16,0.5533854365348816,0.29132564538229944,0.0,0.0,0.5,0.79,0.0,0
89,doc_048_chunk_004,2,0.41292738914489746,0.9070113988394511,0.6,1.0,0.25,0.516,0.6666666666666666,1
80,doc_061_chunk_029,20,0.3002778887748718,0.1811249884338911,0.0,0.0,0.034482758620689655,0.994,0.0,0
63,doc_067_chunk_001,5,0.1891554296016693,0.3431119809125767,0.5,0.0,1.0,0.89,0.375,1
23,doc_058_chunk_023,2,0.49152520298957825,0.385252317535356,0.0,0.0,0.043478260869565216,0.744,0.2727272727272727,0
19,doc_044_chunk_025,26,0.3645251989364624,0.08943802963032942,0.0,0.0,0.04,0.904,0.0,0
99,doc_069_chunk_001,17,0.5939474105834961,0.2660268368387826,0.1,0.0,1.0,0.994,0.38461538461538464,1
31,doc_062_chunk_008,17,0.4474787712097168,0.2445504110268872,0.0,0.0,0.125,0.956,0.09090909090909091,0
35,doc_060_chunk_008,20,0.42572999000549316,0.22493990910969613,0.0,0.0,0.125,0.802,0.0,0
99,doc_054_chunk_030,19,0.5496559739112854,0.2637093251425087,0.1,1.0,0.03333333333333333,0.742,0.38461538461538464,1
92,doc_048_chunk_005,0,0.37949877977371216,1.0,0.2,1.0,0.2,1.0,0.7142857142857143,1
106,doc_048_chunk_006,21,0.5462573766708374,0.33577986890035366,0.14285714285714285,1.0,0.16666666666666666,0.996,0.13333333333333333,0
80,doc_047_chunk_024,7,0.5400031805038452,0.4766517628591558,0.0,0.0,0.041666666666666664,0.892,0.1,0
18,doc_064_chunk_010,4,0.5459273457527161,0.3923104391413476,0.0,0.0,0.1,0.988,0.35714285714285715,1
72,doc_069_chunk_001,10,0.5706923007965088,0.3076592244614333,0.0,0.0,1.0,0.994,0.8181818181818182,1
100,doc_045_chunk_015,2,0.248914435505867,0.49016075362583483,0.0,0.0,0.06666666666666667,0.924,0.0,0
96,doc_048_chunk_008,6,0.6012390851974487,0.32669101133775524,0.14285714285714285,1.0,0.125,0.846,0.3333333333333333,1
95,doc_048_chunk_006,0,0.7367192506790161,1.0,0.0,0.0,0.16666666666666666,0.996,0.25,0
48,doc_058_chunk_002,23,0.5879302024841309,0.34472067583848603,0.0,1.0,0.5,0.942,0.11494252873563218,0
32,doc_063_chunk_026,5,0.6447170972824097,0.5090041421641274,0.0,0.0,0.038461538461538464,0.848,0.3333333333333333,1
60,doc_048_chunk_016,9,0.5357744693756104,0.3293279489592104,0.0,1.0,0.0625,0.86,0.375,1
109,doc_055_chunk_010,5,0.5266348123550415,0.7225526863937489,0.0,0.0,0.1,0.87,0.07142857142857142,0
108,doc_048_chunk_009,10,0.7924397587776184,0.09820272106663548,0.0,0.0,0.1111111111111111,0.954,0.7777777777777778,1
5,doc_030_chunk_001,0,0.7904661893844604,1.0,0.2222222222222222,1.0,1.0,0.04,0.6666666666666666,1
35,doc_064_chunk_033,5,0.42303648591041565,0.3962448063084979,0.08333333333333333,0.0,0.030303030303030304,1.0,0.0,0
67,doc_048_chunk_016,5,0.6465307474136353,0.5374074683776737,0.0,0.0,0.0625,0.86,0.125,0
81,doc_064_chunk_005,20,0.42334139347076416,0.2657575529371354,0.0,0.0,0.2,1.0,0.3333333333333333,1
81,doc_048_chunk_018,1,0.6572078466415405,0.7874796905782148,0.125,0.0,0.05555555555555555,0.788,0.3333333333333333,1
89,doc_048_chunk_016,6,0.510616660118103,0.7812301276185315,0.6,1.0,0.0625,0.86,0.6666666666666666,1
89,doc_048_chunk_012,22,0.5018192529678345,0.6082976868652057,0.6,1.0,0.08333333333333333,0.9,0.6666666666666666,1
7,doc_066_chunk_028,0,0.5320819616317749,1.0,0.0,0.0,0.03571428571428571,0.684,0.55,1
86,doc_047_chunk_005,4,0.49179691076278687,0.3973273416682716,0.0,1.0,0.2,0.88,0.16666666666666666,0
60,doc_067_chunk_006,1,0.3250106871128082,0.5224084438667281,0.5,0.0,0.16666666666666666,0.164,0.375,1
44,doc_048_chunk_009,6,0.8407979011535645,0.8503706919022417,0.2727272727272727,1.0,0.1111111111111111,0.954,0.7619047619047619,1
18,doc_063_chunk_028,7,0.6812019348144531,0.3097646094116151,0.0,0.0,0.03571428571428571,1.0,0.35714285714285715,1
85,doc_061_chunk_016,28,0.39894115924835205,0.33147576734805384,0.0,0.0,0.0625,1.0,0.1,0
87,doc_048_chunk_001,0,0.5644809007644653,1.0,0.3333333333333333,1.0,1.0,0.852,0.8571428571428571,1
53,doc_062_chunk_002,2,0.685715913772583,0.3972213078200611,0.36363636363636365,0.0,0.5,1.0,0.0,0
69,doc_048_chunk_003,24,0.47157377004623413,0.21193877314865014,0.09090909090909091,0.0,0.3333333333333333,0.962,0.0,0
96,doc_043_chunk_013,3,0.7561842203140259,0.42647276909775883,0.0,1.0,0.07692307692307693,0.806,0.3333333333333333,1
74,doc_068_chunk_001,8,0.6479617953300476,0.2571716526502759,0.0,0.0,1.0,0.768,0.0,0
19,doc_048_chunk_001,15,0.4040321707725525,0.12775651554826276,0.0,0.0,1.0,0.852,0.09090909090909091,0
12,doc_047_chunk_029,3,0.4573397636413574,0.44888682648188477,0.0,0.0,0.034482758620689655,0.996,0.0,0
94,doc_048_chunk_006,1,0.6977035999298096,0.9928564748619647,0.2,1.0,0.16666666666666666,0.996,0.6666666666666666,1
51,doc_062_chunk_011,0,0.776893138885498,1.0,0.25,0.0,0.09090909090909091,0.726,0.8888888888888888,1
107,doc_048_chunk_003,22,0.38404935598373413,0.18251941475701525,0.18181818181818182,1.0,0.3333333333333333,0.962,0.2727272727272727,0
83,doc_067_chunk_004,9,0.2838904857635498,0.43043023150553755,0.3,0.0,0.25,0.992,0.5,1
72,doc_044_chunk_001,15,0.2876143157482147,0.42233459312614147,0.0,0.0,1.0,0.94,0.09090909090909091,0
79,doc_069_chunk_002,0,0.7620453834533691,1.0,0.0,0.0,0.5,0.908,0.7,1
2,doc_001_chunk_001,10,0.3959394097328186,0.0,0.0,1.0,1.0,0.038,0.5714285714285714,1
53,doc_062_chunk_021,0,0.8186807632446289,1.0,0.36363636363636365,0.0,0.047619047619047616,0.596,1.0,1
18,doc_063_chunk_064,24,0.3455566167831421,0.1123838869811066,0.0,0.0,0.015625,0.706,0.0,0
39,doc_060_chunk_002,0,0.6554401516914368,1.0,0.06666666666666667,0.0,0.5,1.0,0.6666666666666666,1
88,doc_048_chunk_021,16,0.28374168276786804,0.5364406581325428,0.3333333333333333,1.0,0.047619047619047616,0.608,0.125,0
63,doc_048_chunk_016,9,0.5357744693756104,0.3293279489592104,0.0,1.0,0.0625,0.86,0.375,1
86,doc_052_chunk_017,7,0.5488927364349365,0.3783255480128079,0.0,1.0,0.058823529411764705,0.892,0.16666666666666666,0
55,doc_062_chunk_014,10,0.8022637367248535,0.5953738584712039,0.6923076923076923,0.0,0.07142857142857142,1.0,0.7352941176470589,1
75,doc_069_chunk_002,0,0.5371462106704712,1.0,0.1,0.0,0.5,0.908,0.7058823529411765,1
45,doc_047_chunk_026,3,0.6951479911804199,0.9409620160340015,0.1,1.0,0.038461538461538464,0.586,0.23529411764705882,0
